#family	upstream	reference	target
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Drawable#setMinSize	def setMinSize	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Drawable#setPadding(Drawable)	def setPadding	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Drawable#setPadding(float)	def setPadding	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Drawable#setPadding(float,float,float,float)	def setPadding	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.NinePatchDrawable#setPatch	def setPatch	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Selection#isEmpty	def isEmpty	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Selection#setActor	def setActor	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Selection#setAll	def setAll	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.SpriteDrawable#setSprite	def setSprite	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.TextureRegionDrawable#setRegion	def setRegion	
KeepName	com.badlogic.gdx.utils.BinaryHeap#isEmpty	def isEmpty	
KeepName	com.badlogic.gdx.utils.BinaryHeap#setValue	def setValue	
KeepName	com.badlogic.gdx.utils.BufferUtils#getUnsafeBufferAddress	def getUnsafeBufferAddress	
KeepName	com.badlogic.gdx.utils.BufferUtils#isUnsafeByteBuffer	def isUnsafeByteBuffer	
KeepName	com.badlogic.gdx.utils.ScreenUtils#getFrameBufferPixels(boolean)	def getFrameBufferPixels	
KeepName	com.badlogic.gdx.utils.ScreenUtils#getFrameBufferPixels(int,int,int,int,boolean)	def getFrameBufferPixels	
KeepName	com.badlogic.gdx.utils.ScreenUtils#getFrameBufferTexture(int,int,int,int)	def getFrameBufferTexture	
KeepName	com.badlogic.gdx.utils.Timer#isEmpty	def isEmpty	
KeepName	com.badlogic.gdx.utils.Timer$Task#isScheduled	def isScheduled	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getAttribute(String)	def getAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getAttribute(String,String)	def getAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getBoolean(String)	def getBoolean	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getBoolean(String,boolean)	def getBoolean	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getBooleanAttribute(String)	def getBooleanAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getBooleanAttribute(String,boolean)	def getBooleanAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getChild	def getChild	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getChildByName	def getChildByName	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getChildByNameRecursive	def getChildByNameRecursive	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getChildrenByName	def getChildrenByName	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getChildrenByNameRecursively(String)	def getChildrenByNameRecursively	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getFloat(String)	def getFloat	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getFloat(String,float)	def getFloat	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getFloatAttribute(String)	def getFloatAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getFloatAttribute(String,float)	def getFloatAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getInt(String)	def getInt	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getInt(String,int)	def getInt	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getIntAttribute(String)	def getIntAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#getIntAttribute(String,int)	def getIntAttribute	
KeepName	com.badlogic.gdx.utils.XmlReader$Element#setAttribute	def setAttribute	
KeepName	com.badlogic.gdx.utils.viewport.Viewport#getPickRay	def getPickRay	
KeepName	com.badlogic.gdx.utils.viewport.Viewport#setScreenBounds	def setScreenBounds	
KeepName	com.badlogic.gdx.utils.viewport.Viewport#setScreenPosition	def setScreenPosition	
KeepName	com.badlogic.gdx.utils.viewport.Viewport#setScreenSize	def setScreenSize	
KeepName	com.badlogic.gdx.utils.viewport.Viewport#setWorldSize	def setWorldSize	
KeepParens	com.badlogic.gdx.Graphics#supportsDisplayModeChange	def supportsDisplayModeChange(): Boolean	
KeepParens	com.badlogic.gdx.Graphics$BufferFormat#toString	def toString(): String	
KeepParens	com.badlogic.gdx.Graphics$DisplayMode#toString	def toString(): String	
KeepParens	com.badlogic.gdx.Input#justTouched	def justTouched(): Boolean	
KeepParens	com.badlogic.gdx.InputMultiplexer#size	def size(): Int	
KeepParens	com.badlogic.gdx.Preferences#get	def get(): Map[String, Boolean | Int | Long | Float | String]	
KeepParens	com.badlogic.gdx.assets.AssetLoadingTask#update	def update(): Boolean	
KeepParens	com.badlogic.gdx.assets.AssetManager#update()	def update(): Boolean	
KeepParens	com.badlogic.gdx.audio.Sound#loop()	def loop(): SoundId	
KeepParens	com.badlogic.gdx.audio.Sound#play()	def play(): SoundId	
KeepParens	com.badlogic.gdx.files.FileHandle#delete	def delete(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandle#deleteDirectory()	def deleteDirectory(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandle#exists	def exists(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandle#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.files.FileHandle#isDirectory	def isDirectory(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandle#lastModified	def lastModified(): Long	
KeepParens	com.badlogic.gdx.files.FileHandle#length	def length(): Long	
KeepParens	com.badlogic.gdx.files.FileHandle#list()	def list(): Array[FileHandle]	
KeepParens	com.badlogic.gdx.files.FileHandle#map()	def map(): ByteBuffer	
KeepParens	com.badlogic.gdx.files.FileHandle#parent	def parent(): FileHandle	
KeepParens	com.badlogic.gdx.files.FileHandle#read()	def read(): InputStream	
KeepParens	com.badlogic.gdx.files.FileHandle#readBytes()	def readBytes(): Array[Byte]	
KeepParens	com.badlogic.gdx.files.FileHandle#readString()	def readString(): String	
KeepParens	com.badlogic.gdx.files.FileHandle#reader()	def reader(): Reader	
KeepParens	com.badlogic.gdx.files.FileHandle#toString	def toString(): String	
KeepParens	com.badlogic.gdx.files.FileHandleStream#delete	def delete(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandleStream#deleteDirectory	def deleteDirectory(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandleStream#exists	def exists(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandleStream#isDirectory	def isDirectory(): Boolean	
KeepParens	com.badlogic.gdx.files.FileHandleStream#length	def length(): Long	
KeepParens	com.badlogic.gdx.files.FileHandleStream#list	def list(): Array[FileHandle]	
KeepParens	com.badlogic.gdx.files.FileHandleStream#parent	def parent(): FileHandle	
KeepParens	com.badlogic.gdx.files.FileHandleStream#read	def read(): InputStream	
KeepParens	com.badlogic.gdx.graphics.Color#clamp	def clamp(): Color	
KeepParens	com.badlogic.gdx.graphics.Color#cpy	def cpy(): Color	
KeepParens	com.badlogic.gdx.graphics.Color#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.Color#premultiplyAlpha	def premultiplyAlpha(): Color	
KeepParens	com.badlogic.gdx.graphics.Color#toFloatBits()	def toFloatBits(): Float	
KeepParens	com.badlogic.gdx.graphics.Color#toIntBits()	def toIntBits(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glCreateProgram	def glCreateProgram(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glGenBuffer	def glGenBuffer(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glGenFramebuffer	def glGenFramebuffer(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glGenRenderbuffer	def glGenRenderbuffer(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glGenTexture	def glGenTexture(): Int	
KeepParens	com.badlogic.gdx.graphics.GL20#glGetError	def glGetError(): Int	
KeepParens	com.badlogic.gdx.graphics.GL32#glGetGraphicsResetStatus	def glGetGraphicsResetStatus(): Int	
KeepParens	com.badlogic.gdx.graphics.Mesh#calculateBoundingBox()	def calculateBoundingBox(): BoundingBox	
KeepParens	com.badlogic.gdx.graphics.Mesh#disableInstancedRendering	def disableInstancedRendering(): Mesh	
KeepParens	com.badlogic.gdx.graphics.Mesh#isInstanced	def isInstanced(): Boolean	
KeepParens	com.badlogic.gdx.graphics.Texture#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.Texture$TextureFilter#isMipMap	def isMipMap(): Boolean	
KeepParens	com.badlogic.gdx.graphics.TextureData#consumePixmap	def consumePixmap(): Pixmap	
KeepParens	com.badlogic.gdx.graphics.VertexAttribute#copy	def copy(): VertexAttribute	
KeepParens	com.badlogic.gdx.graphics.VertexAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.VertexAttributes#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.VertexAttributes#iterator	def iterator(): Iterator[VertexAttribute]	
KeepParens	com.badlogic.gdx.graphics.VertexAttributes#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.BitmapFont#newFontCache	def newFontCache(): BitmapFontCache	
KeepParens	com.badlogic.gdx.graphics.g2d.BitmapFont#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.BitmapFont$BitmapFontData#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.BitmapFont$Glyph#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.DistanceFieldFont#newFontCache	def newFontCache(): BitmapFontCache	
KeepParens	com.badlogic.gdx.graphics.g2d.GlyphLayout#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.GlyphLayout$GlyphRun#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.ParticleEffect#isComplete	def isComplete(): Boolean	
KeepParens	com.badlogic.gdx.graphics.g2d.ParticleEffectPool#newObject	def newObject(): ParticleEffectPool.PooledEffect	
KeepParens	com.badlogic.gdx.graphics.g2d.ParticleEmitter$RangedNumericValue#newLowValue	def newLowValue(): Float	
KeepParens	com.badlogic.gdx.graphics.g2d.ParticleEmitter$ScaledNumericValue#newHighValue	def newHighValue(): Float	
KeepParens	com.badlogic.gdx.graphics.g2d.SpriteCache#endCache	def endCache(): Int	
KeepParens	com.badlogic.gdx.graphics.g2d.TextureAtlas#createSprites()	def createSprites(): Array[Sprite]	
KeepParens	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasRegion#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g2d.TextureAtlas$AtlasSprite#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.g3d.Attribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.Attribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.Attributes#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.Material#copy	def copy(): Material	
KeepParens	com.badlogic.gdx.graphics.g3d.Material#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.ModelBatch$RenderablePool#obtain	def obtain(): Renderable	
KeepParens	com.badlogic.gdx.graphics.g3d.ModelInstance#copy	def copy(): ModelInstance	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.BlendingAttribute#copy	def copy(): BlendingAttribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.BlendingAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.ColorAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.ColorAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.CubemapAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.CubemapAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.DepthTestAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.DepthTestAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.DirectionalLightsAttribute#copy	def copy(): DirectionalLightsAttribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.DirectionalLightsAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.FloatAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.FloatAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.IntAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.IntAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.PointLightsAttribute#copy	def copy(): PointLightsAttribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.PointLightsAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.SpotLightsAttribute#copy	def copy(): SpotLightsAttribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.SpotLightsAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.TextureAttribute#copy	def copy(): Attribute	
KeepParens	com.badlogic.gdx.graphics.g3d.attributes.TextureAttribute#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.decals.DecalMaterial#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.environment.AmbientCubemap#clamp()	def clamp(): AmbientCubemap	
KeepParens	com.badlogic.gdx.graphics.g3d.environment.AmbientCubemap#clear	def clear(): AmbientCubemap	
KeepParens	com.badlogic.gdx.graphics.g3d.model.Node#calculateLocalTransform	def calculateLocalTransform(): Matrix4	
KeepParens	com.badlogic.gdx.graphics.g3d.model.Node#calculateWorldTransform	def calculateWorldTransform(): Matrix4	
KeepParens	com.badlogic.gdx.graphics.g3d.model.Node#copy	def copy(): Node	
KeepParens	com.badlogic.gdx.graphics.g3d.model.NodePart#copy	def copy(): NodePart	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ParticleChannels#newId	def newId(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ParticleController#copy	def copy(): ParticleController	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ParticleControllerComponent#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ParticleEffect#copy	def copy(): ParticleEffect	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ResourceData#createSaveData()	def createSaveData(): SaveData	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.ResourceData$SaveData#loadAsset	def loadAsset(): Nullable[AssetDescriptor[?]]	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.batches.BillboardParticleBatch#allocRenderable	def allocRenderable(): Renderable	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.emitters.RegularEmitter#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ColorInfluencer$Random#copy	def copy(): Random	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ColorInfluencer$Single#copy	def copy(): Single	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsInfluencer#copy	def copy(): DynamicsInfluencer	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$BrownianAcceleration#copy	def copy(): BrownianAcceleration	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$CentripetalAcceleration#copy	def copy(): CentripetalAcceleration	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$FaceDirection#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$PolarAcceleration#copy	def copy(): PolarAcceleration	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$Rotational2D#copy	def copy(): Rotational2D	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$Rotational3D#copy	def copy(): Rotational3D	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$TangentialAcceleration#copy	def copy(): TangentialAcceleration	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ModelInfluencer$Random#copy	def copy(): Random	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ModelInfluencer$Single#copy	def copy(): Single	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerFinalizerInfluencer#copy	def copy(): ParticleControllerFinalizerInfluencer	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer$Random#copy	def copy(): Random	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer$Single#copy	def copy(): Single	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.RegionInfluencer$Animated#copy	def copy(): Animated	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.RegionInfluencer$Random#copy	def copy(): Random	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.RegionInfluencer$Single#copy	def copy(): Single	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.ScaleInfluencer#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.influencers.SpawnInfluencer#copy	def copy(): SpawnInfluencer	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.renderers.BillboardRenderer#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.renderers.ModelInstanceRenderer#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.renderers.ParticleControllerControllerRenderer#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.renderers.PointSpriteRenderer#copy	def copy(): ParticleControllerComponent	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.CylinderSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.EllipseSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.LineSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.PointSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.RangedNumericValue#newLowValue	def newLowValue(): Float	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.RectangleSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.ScaledNumericValue#newHighValue	def newHighValue(): Float	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.SpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.UnweightedMeshSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.particles.values.WeightMeshSpawnShapeValue#copy	def copy(): SpawnShapeValue	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.BaseAnimationController$Transform#idt	def idt(): Transform	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#end()	def end(): Mesh	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.MeshBuilder#lastIndex	def lastIndex(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder#lastIndex	def lastIndex(): Int	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.ModelBuilder#end	def end(): Model	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.ModelBuilder#node()	def node(): Node	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.ShapeCache#begin()	def begin(): MeshPartBuilder	
KeepParens	com.badlogic.gdx.graphics.g3d.utils.TextureDescriptor#hashCode	def hashCode(): Int	
KeepParens	com.badlogic.gdx.graphics.glutils.ETC1$ETC1Data#hasPKMHeader	def hasPKMHeader(): Boolean	
KeepParens	com.badlogic.gdx.graphics.glutils.ETC1$ETC1Data#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.glutils.ETC1TextureData#consumePixmap	def consumePixmap(): Pixmap	
KeepParens	com.badlogic.gdx.graphics.glutils.FacedCubemapData#isComplete	def isComplete(): Boolean	
KeepParens	com.badlogic.gdx.graphics.glutils.FileTextureData#consumePixmap	def consumePixmap(): Pixmap	
KeepParens	com.badlogic.gdx.graphics.glutils.FileTextureData#toString	def toString(): String	
KeepParens	com.badlogic.gdx.graphics.glutils.FloatTextureData#consumePixmap	def consumePixmap(): Pixmap	
KeepParens	com.badlogic.gdx.graphics.glutils.FrameBufferCubemap#nextSide	def nextSide(): Boolean	
KeepParens	com.badlogic.gdx.graphics.glutils.GLFrameBuffer$FloatFrameBufferBuilder#build	def build(): FloatFrameBuffer	
KeepParens	com.badlogic.gdx.graphics.glutils.GLFrameBuffer$FrameBufferBuilder#build	def build(): FrameBuffer	
KeepParens	com.badlogic.gdx.graphics.glutils.GLFrameBuffer$FrameBufferCubemapBuilder#build	def build(): FrameBufferCubemap	
KeepParens	com.badlogic.gdx.graphics.glutils.GLFrameBuffer$FrameBufferTextureAttachmentSpec#isColorTexture	def isColorTexture(): Boolean	
