#family	upstream	reference	target
KeepName	com.badlogic.gdx.math.Vector4#setToRandomDirection	def setToRandomDirection	
KeepName	com.badlogic.gdx.math.Vector4#setZero	def setZero	
KeepName	com.badlogic.gdx.math.collision.BoundingBox#isValid	def isValid	
KeepName	com.badlogic.gdx.math.collision.OrientedBoundingBox#setBounds	def setBounds	
KeepName	com.badlogic.gdx.net.NetJavaSocketImpl#isConnected	def isConnected	
KeepName	com.badlogic.gdx.net.Socket#isConnected	def isConnected	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#getX(int)	def getX	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#getY(int)	def getY	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#isAscendantOf	def isAscendantOf	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#isDescendantOf	def isDescendantOf	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#isTouchFocusListener	def isTouchFocusListener	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#isTouchFocusTarget	def isTouchFocusTarget	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#isTouchable	def isTouchable	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setBounds	def setBounds	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setDebug	def setDebug	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setOrigin(float,float)	def setOrigin	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setOrigin(int)	def setOrigin	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setParent	def setParent	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setPosition(float,float)	def setPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setPosition(float,float,int)	def setPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setScale(float)	def setScale	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setSize	def setSize	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setStage	def setStage	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setX(float,int)	def setX	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setY(float,int)	def setY	
KeepName	com.badlogic.gdx.scenes.scene2d.Actor#setZIndex	def setZIndex	
KeepName	com.badlogic.gdx.scenes.scene2d.Event#isCancelled	def isCancelled	
KeepName	com.badlogic.gdx.scenes.scene2d.Event#isHandled	def isHandled	
KeepName	com.badlogic.gdx.scenes.scene2d.Event#isStopped	def isStopped	
KeepName	com.badlogic.gdx.scenes.scene2d.Group#getChild	def getChild	
KeepName	com.badlogic.gdx.scenes.scene2d.Group#setCullingArea	def setCullingArea	
KeepName	com.badlogic.gdx.scenes.scene2d.Group#setDebug	def setDebug	
KeepName	com.badlogic.gdx.scenes.scene2d.Group#setStage	def setStage	
KeepName	com.badlogic.gdx.scenes.scene2d.InputEvent#isTouchFocusCancel	def isTouchFocusCancel	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#isInsideViewport	def isInsideViewport	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugAll	def setDebugAll	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugInvisible	def setDebugInvisible	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugParentUnderMouse	def setDebugParentUnderMouse	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugTableUnderMouse(Debug)	def setDebugTableUnderMouse	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugTableUnderMouse(boolean)	def setDebugTableUnderMouse	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setDebugUnderMouse	def setDebugUnderMouse	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setKeyboardFocus	def setKeyboardFocus	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setRoot	def setRoot	
KeepName	com.badlogic.gdx.scenes.scene2d.Stage#setScrollFocus	def setScrollFocus	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.AfterAction#setTarget	def setTarget	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.DelegateAction#setActor	def setActor	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.DelegateAction#setTarget	def setTarget	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.EventAction#setTarget	def setTarget	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.FloatAction#getEnd	def getEnd	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.FloatAction#setEnd	def setEnd	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.IntAction#getEnd	def getEnd	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.IntAction#setEnd	def setEnd	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.LayoutAction#setTarget	def setTarget	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.MoveByAction#setAmount	def setAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.MoveToAction#setPosition(float,float)	def setPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.MoveToAction#setPosition(float,float,int)	def setPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.MoveToAction#setStartPosition	def setStartPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.ParallelAction#setActor	def setActor	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.ScaleByAction#setAmount(float)	def setAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.ScaleByAction#setAmount(float,float)	def setAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.ScaleToAction#setScale(float)	def setScale	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.ScaleToAction#setScale(float,float)	def setScale	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.SizeByAction#setAmount	def setAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.actions.SizeToAction#setSize	def setSize	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Button#isOver	def isOver	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Button#isPressed	def isPressed	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Button#setChecked(boolean)	def setChecked	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Button#setChecked(boolean,boolean)	def setChecked	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Button#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ButtonGroup#setChecked	def setChecked	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getActor	def getActor	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getMaxHeight	def getMaxHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getMaxWidth	def getMaxWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getMinHeight	def getMinHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getMinWidth	def getMinWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadBottom	def getPadBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadLeft	def getPadLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadRight	def getPadRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadTop	def getPadTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadX	def getPadX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPadY	def getPadY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPrefHeight	def getPrefHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getPrefWidth	def getPrefWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getSpaceBottom	def getSpaceBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getSpaceLeft	def getSpaceLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getSpaceRight	def getSpaceRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#getSpaceTop	def getSpaceTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#setActorBounds	def setActorBounds	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Cell#setTable	def setTable	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.CheckBox#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getFillX	def getFillX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getFillY	def getFillY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getPadBottom	def getPadBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getPadLeft	def getPadLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getPadRight	def getPadRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#getPadTop	def getPadTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setActor	def setActor	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setBackground(Drawable)	def setBackground	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setBackground(Drawable,boolean)	def setBackground	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setClip	def setClip	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setCullingArea	def setCullingArea	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Container#setRound	def setRound	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Dialog#setObject	def setObject	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Dialog#setStage	def setStage	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getFill	def getFill	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getPadBottom	def getPadBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getPadLeft	def getPadLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getPadRight	def getPadRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getPadTop	def getPadTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#getRows	def getRows	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.HorizontalGroup#setRound	def setRound	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Image#setDrawable(Skin,String)	def setDrawable	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ImageButton#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ImageTextButton#setLabel	def setLabel	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ImageTextButton#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ImageTextButton#setText	def setText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setAlignment(int)	def setAlignment	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setAlignment(int,int)	def setAlignment	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setEllipsis(String)	def setEllipsis	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setEllipsis(boolean)	def setEllipsis	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setFontScale(float)	def setFontScale	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setFontScale(float,float)	def setFontScale	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setFontScaleX	def setFontScaleX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setFontScaleY	def setFontScaleY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setText(CharSequence)	def setText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Label#setText(int)	def setText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#getItemAt	def getItemAt	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#getItemIndexAt	def getItemIndexAt	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#setAlignment	def setAlignment	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#setCullingArea	def setCullingArea	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#setSelected	def setSelected	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#setSelectedIndex	def setSelectedIndex	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.List#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setAnimateDuration	def setAnimateDuration	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setAnimateInterpolation	def setAnimateInterpolation	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setRange	def setRange	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setRound	def setRound	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setValue	def setValue	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ProgressBar#setVisualInterpolation	def setVisualInterpolation	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#getActor	def getActor	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isBottomEdge	def isBottomEdge	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isDragging	def isDragging	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isFlinging	def isFlinging	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isForceScrollX	def isForceScrollX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isForceScrollY	def isForceScrollY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isLeftEdge	def isLeftEdge	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isPanning	def isPanning	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isRightEdge	def isRightEdge	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isScrollX	def isScrollX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isScrollY	def isScrollY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isScrollingDisabledX	def isScrollingDisabledX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isScrollingDisabledY	def isScrollingDisabledY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#isTopEdge	def isTopEdge	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setActor	def setActor	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setClamp	def setClamp	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setFadeScrollBars	def setFadeScrollBars	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setFlickScrollTapSquareSize	def setFlickScrollTapSquareSize	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setForceScroll	def setForceScroll	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setOverscroll	def setOverscroll	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollBarPositions	def setScrollBarPositions	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollPercentX	def setScrollPercentX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollPercentY	def setScrollPercentY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollX	def setScrollX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollY	def setScrollY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollbarsOnTop	def setScrollbarsOnTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollbarsVisible	def setScrollbarsVisible	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setScrollingDisabled	def setScrollingDisabled	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.ScrollPane#setVariableSizeKnobs	def setVariableSizeKnobs	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#isOver	def isOver	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setMaxListCount	def setMaxListCount	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setScrollingDisabled	def setScrollingDisabled	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setSelected	def setSelected	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setSelectedIndex	def setSelectedIndex	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setStage	def setStage	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SelectBox$SelectBoxScrollPane#setStage	def setStage	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getAll	def getAll	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getColor	def getColor	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getDrawable	def getDrawable	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getFont	def getFont	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getJsonClassTags	def getJsonClassTags	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getPatch	def getPatch	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getRegion	def getRegion	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getRegions	def getRegions	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getSprite	def getSprite	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#getTiledDrawable	def getTiledDrawable	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#setEnabled	def setEnabled	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Skin#setScale	def setScale	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Slider#isDragging	def isDragging	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Slider#setSnapToValues(float,float[])	def setSnapToValues	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Slider#setSnapToValues(float[],float)	def setSnapToValues	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Slider#setVisualInterpolationInverse	def setVisualInterpolationInverse	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Slider#setVisualPercent	def setVisualPercent	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#isCursorOverHandle	def isCursorOverHandle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#setFirstWidget	def setFirstWidget	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#setMaxSplitAmount	def setMaxSplitAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#setMinSplitAmount	def setMinSplitAmount	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#setSecondWidget	def setSecondWidget	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.SplitPane#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Styleable#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getCell	def getCell	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getCells	def getCells	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getColumnMinWidth	def getColumnMinWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getColumnPrefWidth	def getColumnPrefWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getColumnWidth	def getColumnWidth	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getColumns	def getColumns	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadBottom	def getPadBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadLeft	def getPadLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadRight	def getPadRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadTop	def getPadTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadX	def getPadX	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getPadY	def getPadY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getRow	def getRow	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getRowHeight	def getRowHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getRowMinHeight	def getRowMinHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getRowPrefHeight	def getRowPrefHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getRows	def getRows	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#getSkin	def getSkin	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#setClip	def setClip	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#setDebug	def setDebug	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Table#setSkin	def setSkin	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextArea#getTextY	def getTextY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextArea#setPrefRows	def setPrefRows	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextArea#setSelection	def setSelection	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextArea#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextArea$TextAreaListener#setCursorPosition	def setCursorPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextButton#setLabel	def setLabel	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextButton#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextButton#setText	def setText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#getFocusTraversal	def getFocusTraversal	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#getMaxLength	def getMaxLength	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#getProgrammaticChangeEvents	def getProgrammaticChangeEvents	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#getSelectionStart	def getSelectionStart	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#getTextY	def getTextY	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#isPasswordMode	def isPasswordMode	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#isWordCharacter	def isWordCharacter	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setAlignment	def setAlignment	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setAutocompleteOptions	def setAutocompleteOptions	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setCursorPosition	def setCursorPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setFocusTraversal	def setFocusTraversal	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setKeyboardType	def setKeyboardType	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setMaxLength	def setMaxLength	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setMessageText	def setMessageText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setOnscreenKeyboard	def setOnscreenKeyboard	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setPasswordCharacter	def setPasswordCharacter	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setPreventAutoCorrection	def setPreventAutoCorrection	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setProgrammaticChangeEvents	def setProgrammaticChangeEvents	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setSelection	def setSelection	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setText	def setText	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setTextFieldFilter	def setTextFieldFilter	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField#setTextFieldListener	def setTextFieldListener	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextField$TextFieldClickListener#setCursorPosition	def setCursorPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.TextTooltip#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Touchpad#setDeadzone	def setDeadzone	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Touchpad#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#getExpandIcon	def getExpandIcon	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#getNodeAt(float)	def getNodeAt	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#setIconSpacing	def setIconSpacing	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#setPadding(float)	def setPadding	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#setPadding(float,float)	def setPadding	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree$Node#getHeight	def getHeight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree$Node#isAscendantOf	def isAscendantOf	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree$Node#isDescendantOf	def isDescendantOf	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Tree$Node#isSelectable	def isSelectable	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#getFill	def getFill	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#getPadBottom	def getPadBottom	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#getPadLeft	def getPadLeft	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#getPadRight	def getPadRight	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#getPadTop	def getPadTop	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.VerticalGroup#setRound	def setRound	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Window#isDragging	def isDragging	
KeepName	com.badlogic.gdx.scenes.scene2d.ui.Window#setStyle	def setStyle	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.ArraySelection#setRangeSelect	def setRangeSelect	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.ClickListener#isOver(Actor,float,float)	def isOver	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.ClickListener#isVisualPressed	def isVisualPressed	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.ClickListener#setTapCountInterval	def setTapCountInterval	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.ClickListener#setVisualPressed	def setVisualPressed	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.Cullable#setCullingArea	def setCullingArea	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop#isDragValid	def isDragValid	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop#setDragActorPosition	def setDragActorPosition	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop#setTouchOffset	def setTouchOffset	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragScrollListener#isAbove	def isAbove	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragScrollListener#isBelow	def isBelow	
KeepName	com.badlogic.gdx.scenes.scene2d.utils.DragScrollListener#setPadding	def setPadding	
